ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
25.86,14.07,53.23,6.84,0.0
26.71,13.0,53.07,6.86,0.36
25.82,16.36,51.27,6.55,0.0
30.68,10.03,51.33,7.96,0.0
28.52,12.42,51.68,7.38,0.0
27.62,13.64,51.05,6.99,0.7
29.37,12.87,50.5,6.93,0.33
25.96,11.93,55.79,6.32,0.0
28.18,13.4,52.23,6.19,0.0
25.09,12.72,54.77,6.71,0.71
26.94,11.78,54.55,6.4,0.34
25.56,13.53,53.76,7.14,0.0
25.95,12.46,54.33,7.27,0.0
26.69,11.58,53.7,7.72,0.32
26.35,14.8,51.99,6.5,0.36
26.54,12.69,54.23,6.15,0.38
28.47,13.9,51.53,5.76,0.34
26.64,11.31,54.01,7.3,0.73
24.41,14.05,53.51,8.03,0.0
27.21,12.72,51.59,7.77,0.71
25.88,16.08,50.98,7.06,0.0
26.6,14.89,52.48,6.03,0.0
26.97,12.17,53.62,6.91,0.33
25.6,11.6,56.31,6.48,0.0
27.05,13.88,51.96,6.41,0.71
25.83,11.59,54.3,8.28,0.0
26.5,13.78,53.36,6.01,0.35
25.65,12.01,54.55,7.79,0.0
29.3,11.15,51.91,7.64,0.0
26.39,12.5,53.47,7.64,0.0
25.68,10.81,56.08,7.43,0.0
29.71,13.41,50.72,6.16,0.0
24.76,10.48,54.92,9.21,0.63
26.24,14.18,51.06,8.51,0.0
28.91,11.22,54.08,5.78,0.0
27.44,10.41,53.94,7.57,0.63
26.91,13.82,52.36,6.18,0.73
25.55,11.68,55.11,7.66,0.0
26.9,11.72,53.45,7.93,0.0
27.68,14.02,51.29,6.27,0.74
28.67,14.34,48.95,8.04,0.0
26.77,10.32,53.55,9.35,0.0
26.9,11.38,54.14,7.24,0.34
24.65,11.27,55.28,8.8,0.0
26.22,15.03,51.75,6.99,0.0
26.8,13.54,52.76,6.91,0.0
25.72,11.96,54.35,6.88,1.09
27.14,11.79,53.93,6.79,0.36
27.07,13.91,51.88,6.39,0.75
25.71,12.5,53.57,8.21,0.0
26.13,12.54,55.05,6.27,0.0
26.15,13.78,53.36,6.36,0.35
25.98,13.52,53.02,7.47,0.0
25.96,11.22,53.85,8.97,0.0
26.28,13.31,53.92,6.48,0.0
24.83,12.76,54.14,7.24,1.03
25.4,14.15,52.41,8.04,0.0
28.42,12.95,51.8,6.83,0.0
29.15,13.56,51.86,5.42,0.0
24.8,17.6,51.2,6.4,0.0
27.44,13.91,51.5,7.14,0.0
27.78,12.5,52.43,7.29,0.0
29.19,10.74,55.03,5.03,0.0
24.43,13.74,53.82,8.02,0.0
28.77,13.36,51.37,6.51,0.0
24.91,14.59,52.67,7.83,0.0
26.69,12.5,52.7,8.11,0.0
27.31,14.39,50.92,6.64,0.74
27.4,13.36,51.37,7.88,0.0
24.72,14.76,53.87,6.64,0.0
29.22,11.69,52.27,6.82,0.0
25.7,14.06,51.41,8.43,0.4
25.94,13.91,53.01,7.14,0.0
26.77,12.26,53.87,7.1,0.0
26.27,14.63,52.24,6.87,0.0
24.82,13.87,52.55,8.03,0.73
24.76,13.5,54.02,7.72,0.0
25.1,14.83,52.47,6.84,0.76
28.19,12.75,51.34,7.38,0.34
25.35,12.68,53.87,7.39,0.7
26.95,12.01,54.87,6.17,0.0
26.87,16.04,50.37,5.97,0.75
27.21,13.27,52.72,6.46,0.34
26.09,12.04,54.52,7.36,0.0
29.52,11.75,51.11,6.98,0.63
27.78,13.4,51.63,6.86,0.33
27.3,12.17,52.96,7.57,0.0
26.46,12.37,54.64,6.53,0.0
28.48,11.33,53.72,6.47,0.0
27.55,13.27,51.02,7.82,0.34
25.0,13.04,55.07,6.52,0.36
29.14,11.51,52.16,7.19,0.0
26.26,11.11,54.88,7.41,0.34
25.52,14.23,52.72,7.53,0.0
27.62,14.69,50.35,7.34,0.0
24.48,14.11,53.53,7.88,0.0
29.54,13.17,51.25,6.05,0.0
27.95,13.8,50.51,7.07,0.67
26.14,13.26,54.17,6.44,0.0
27.6,13.26,51.97,7.17,0.0
27.18,12.89,53.31,6.62,0.0
29.87,11.95,52.2,5.97,0.0
24.43,14.5,52.67,8.4,0.0
26.55,12.73,52.36,8.0,0.36
25.28,14.34,54.34,6.04,0.0
26.13,13.59,52.26,7.67,0.35
26.62,13.65,52.9,6.83,0.0
26.01,13.51,51.35,9.12,0.0
26.89,14.77,51.14,7.2,0.0
27.13,10.09,57.1,5.36,0.32
25.1,13.73,52.94,7.84,0.39
28.01,11.4,52.77,7.82,0.0
27.33,12.54,52.41,7.72,0.0
24.91,13.33,54.04,7.72,0.0
26.32,14.39,53.33,5.96,0.0
27.35,13.9,50.67,7.17,0.9
27.58,13.64,52.73,6.06,0.0
26.79,13.93,53.21,6.07,0.0
28.61,9.94,53.31,7.83,0.3
25.95,12.8,53.29,7.61,0.35
27.49,12.03,54.3,5.5,0.69
27.69,10.75,55.05,5.86,0.65
26.49,12.43,54.05,6.49,0.54
28.84,13.11,52.43,5.62,0.0
26.16,11.26,53.97,8.61,0.0
26.1,10.38,55.97,6.92,0.63
28.62,12.12,51.52,7.74,0.0
27.02,13.68,52.63,6.67,0.0
27.05,12.67,53.42,6.85,0.0
28.28,10.77,53.87,6.06,1.01
26.09,12.32,53.99,7.25,0.36
26.58,12.62,54.15,6.64,0.0
26.23,11.48,54.43,7.21,0.66
28.86,11.07,52.68,7.38,0.0
25.44,12.54,54.01,8.01,0.0
28.57,12.01,51.3,8.12,0.0
27.76,11.36,55.21,5.68,0.0
28.17,11.62,51.76,8.45,0.0
25.48,13.69,52.85,7.6,0.38
26.28,12.18,54.17,7.05,0.32
25.52,12.41,52.41,8.97,0.69
26.75,10.19,57.32,5.1,0.64
25.17,12.41,54.83,7.24,0.34
26.99,12.46,52.25,7.96,0.35
24.71,14.51,54.51,5.88,0.39
24.66,12.5,54.05,8.78,0.0
27.4,12.46,52.67,6.76,0.71
28.42,13.31,51.44,6.47,0.36
27.64,13.82,53.09,5.45,0.0
28.81,12.91,50.66,7.28,0.33
26.57,15.5,49.45,7.75,0.74
25.88,15.69,51.76,6.67,0.0
27.14,13.57,52.86,6.43,0.0
26.09,12.02,54.48,7.42,0.0
28.35,11.53,53.27,6.85,0.0
28.52,13.38,51.41,6.34,0.35
26.06,14.79,51.76,7.39,0.0
27.39,10.89,53.14,8.58,0.0
26.48,13.24,52.96,7.32,0.0
29.55,11.36,52.6,6.17,0.32
26.13,13.59,52.96,7.32,0.0
26.18,13.09,53.45,6.91,0.36
26.32,12.63,53.68,7.11,0.26
27.3,12.17,54.28,6.25,0.0
26.67,11.67,54.33,7.0,0.33
26.26,13.31,52.52,7.91,0.0
27.24,13.14,52.56,7.05,0.0
24.5,14.46,54.22,6.83,0.0
26.34,14.12,51.15,8.02,0.38
28.04,11.49,53.38,6.42,0.68
25.36,12.86,55.36,6.07,0.36
25.19,13.33,54.07,7.41,0.0
27.73,12.11,53.52,6.64,0.0
25.67,14.56,53.26,6.13,0.38
24.81,14.81,53.7,6.3,0.37
27.78,11.44,52.29,8.17,0.33
30.0,12.9,51.61,5.48,0.0
27.27,11.78,52.53,7.41,1.01
26.88,13.98,51.97,7.17,0.0
27.99,14.15,51.89,5.97,0.0
25.38,17.05,51.14,5.68,0.76
25.78,12.54,54.01,7.67,0.0
27.36,12.84,53.04,6.76,0.0
25.16,11.78,53.82,8.28,0.96
25.78,13.24,54.36,6.62,0.0
24.63,13.06,54.85,7.09,0.37
26.64,14.19,52.25,6.92,0.0
28.33,13.65,51.54,6.14,0.34
25.0,13.26,52.27,9.09,0.38
27.34,13.84,51.9,6.92,0.0
24.83,12.75,54.03,8.39,0.0
29.84,11.8,51.15,6.89,0.33
28.42,14.04,51.23,6.32,0.0
26.24,12.77,54.96,6.03,0.0
25.77,13.46,54.23,6.54,0.0
29.43,11.71,51.51,6.35,1.0
25.54,11.87,56.12,6.47,0.0
26.64,14.29,52.12,6.95,0.0
28.83,14.96,50.36,5.84,0.0
25.1,15.94,52.59,6.37,0.0
27.39,11.78,52.55,8.28,0.0
25.15,14.2,51.78,8.58,0.3
26.76,13.04,52.84,7.36,0.0
29.47,13.58,49.67,6.95,0.33
27.5,13.21,52.5,6.79,0.0
26.99,11.42,55.02,6.57,0.0
25.95,12.46,54.67,6.92,0.0
27.12,13.73,50.98,7.84,0.33
25.41,12.7,53.42,8.47,0.0
26.26,14.39,52.52,6.47,0.36
26.46,12.71,53.95,5.84,1.03
25.98,14.96,52.36,6.69,0.0
25.1,12.55,55.29,6.67,0.39
27.71,11.15,54.14,6.69,0.32
24.64,14.13,53.26,6.88,1.09
27.78,13.19,53.47,5.56,0.0
25.0,15.23,52.73,6.64,0.39
30.72,14.68,48.46,6.14,0.0
25.44,13.24,55.05,6.27,0.0
26.54,11.97,53.72,7.44,0.32
26.8,12.71,52.92,7.22,0.34
27.34,11.76,53.98,6.92,0.0
25.69,13.44,54.15,6.72,0.0
28.25,11.11,52.38,8.25,0.0
27.49,13.06,52.23,6.53,0.69
25.18,12.77,54.96,6.74,0.35
26.16,10.93,54.97,7.95,0.0
26.1,13.22,53.56,7.12,0.0
26.18,13.09,53.82,6.55,0.36
26.35,12.5,53.38,7.09,0.68
26.39,14.24,51.04,7.99,0.35
26.67,14.49,51.01,7.83,0.0
28.76,13.4,51.63,6.21,0.0
28.12,11.82,53.04,7.03,0.0
25.26,11.58,56.14,6.32,0.7
26.13,13.07,54.4,6.13,0.27
27.73,12.5,52.34,7.42,0.0
26.81,12.68,52.9,7.25,0.36
27.86,11.46,53.87,6.81,0.0
28.15,12.25,52.98,6.62,0.0
26.09,12.04,53.51,8.36,0.0
28.33,12.63,51.88,6.83,0.34
28.09,15.36,47.94,8.61,0.0
25.69,10.42,55.21,8.68,0.0
24.66,15.2,50.68,9.46,0.0
25.68,12.33,55.14,6.51,0.34
27.02,11.58,53.68,6.32,1.4
26.71,12.05,53.09,7.82,0.33
28.52,11.97,53.52,5.63,0.35
28.27,12.01,52.65,7.07,0.0
26.43,13.57,53.57,6.43,0.0
25.41,14.19,51.16,9.24,0.0
29.04,12.54,52.15,5.94,0.33
28.95,11.51,52.3,7.24,0.0
25.25,12.62,54.49,7.31,0.33
27.08,13.54,51.74,7.64,0.0
24.47,13.12,53.55,8.87,0.0
24.72,14.02,54.24,7.01,0.0
25.09,14.23,52.81,7.87,0.0
26.52,11.83,54.48,6.45,0.72
27.52,11.74,53.02,7.38,0.34
27.11,13.73,52.46,6.34,0.35
27.99,11.95,53.92,6.14,0.0
28.7,11.73,53.09,6.48,0.0
26.35,14.08,52.71,6.86,0.0
26.44,13.79,51.34,7.66,0.77
27.76,11.39,51.96,8.19,0.71
26.43,12.86,53.21,7.14,0.36
26.42,13.38,52.17,7.69,0.33
27.3,12.29,52.56,7.17,0.68
27.95,12.79,52.19,7.07,0.0
27.17,13.58,52.02,6.94,0.29
28.28,11.78,53.2,6.73,0.0
26.32,14.39,52.63,5.61,1.05
25.93,11.45,56.23,6.4,0.0
28.43,12.42,51.31,7.84,0.0
24.74,14.21,52.63,8.42,0.0
26.35,12.5,53.38,7.77,0.0
29.29,13.8,50.51,6.4,0.0
28.26,11.96,52.17,7.25,0.36
28.33,12.0,52.33,7.33,0.0
27.92,13.07,50.88,8.13,0.0
28.26,13.04,52.17,6.52,0.0
28.65,13.48,51.69,6.18,0.0
25.71,13.93,53.21,6.79,0.36
27.16,16.05,50.62,6.17,0.0
27.21,13.43,52.3,7.07,0.0
28.61,13.91,50.92,6.56,0.0
27.97,10.29,53.7,7.72,0.32
29.69,12.66,51.09,6.55,0.0
26.6,14.89,51.06,6.91,0.53
25.23,13.76,52.29,8.72,0.0
27.81,12.57,52.94,6.68,0.0
25.6,13.65,53.92,6.83,0.0
25.09,15.13,52.77,7.01,0.0
29.47,14.74,50.0,5.79,0.0
27.17,13.04,52.72,7.07,0.0
24.73,15.41,51.25,8.24,0.36
26.29,13.82,51.76,8.13,0.0
26.02,13.55,53.93,6.5,0.0
28.67,12.24,51.4,6.64,1.05
26.56,13.67,51.95,7.42,0.39
24.73,13.07,54.42,7.77,0.0
26.51,11.07,56.71,5.7,0.0
25.19,14.12,53.44,6.87,0.38
26.74,10.47,54.65,8.14,0.0
25.0,14.71,53.68,6.62,0.0
25.18,14.03,52.16,8.63,0.0
31.19,11.01,51.38,6.42,0.0
25.39,12.89,52.73,8.59,0.39
26.62,11.95,55.63,5.8,0.0
28.98,14.49,50.53,6.01,0.0
24.91,15.75,53.11,6.23,0.0
26.13,14.07,53.27,6.53,0.0
27.23,12.87,52.48,7.43,0.0
30.14,10.53,52.63,6.7,0.0
25.09,13.43,54.06,7.42,0.0
25.72,13.41,52.17,8.7,0.0
26.07,12.21,54.79,6.93,0.0
27.54,11.48,52.79,8.2,0.0
26.97,12.83,54.28,5.92,0.0
25.91,12.96,52.82,8.31,0.0
27.27,11.11,53.87,7.07,0.67
28.8,11.6,51.6,8.0,0.0
25.54,12.77,54.08,7.34,0.27
28.12,13.19,50.35,7.99,0.35
27.27,12.94,52.45,6.99,0.35
25.68,14.73,52.74,6.85,0.0
27.97,12.14,51.98,7.92,0.0
27.43,12.15,54.86,5.21,0.35
24.14,13.22,54.02,8.05,0.57
25.84,12.42,53.69,7.72,0.34
26.81,11.59,52.17,9.42,0.0
25.84,12.75,53.36,8.05,0.0
24.27,12.13,54.39,9.21,0.0
25.0,15.36,51.79,7.5,0.36
25.17,11.92,54.97,7.28,0.66
28.35,11.11,52.87,7.66,0.0
26.8,11.44,55.23,5.88,0.65
25.14,12.57,55.74,6.56,0.0
27.96,11.51,52.96,7.57,0.0
27.48,11.92,52.98,6.95,0.66
24.1,15.66,50.2,10.04,0.0
27.08,13.72,50.9,8.3,0.0
25.5,13.91,51.99,8.28,0.33
26.11,13.06,53.33,7.5,0.0
28.75,13.49,51.4,6.36,0.0
24.75,13.53,52.81,8.58,0.33
25.3,13.86,54.22,6.02,0.6
26.53,11.73,55.1,6.63,0.0
26.32,11.15,54.49,8.05,0.0
25.26,13.99,51.88,8.87,0.0
25.0,15.22,53.26,6.52,0.0
28.19,14.36,50.53,6.91,0.0
26.71,11.91,54.15,6.86,0.36
25.0,12.68,55.07,7.25,0.0
25.91,13.99,52.85,6.99,0.26
24.71,14.12,53.53,6.47,1.18
28.05,12.54,52.81,6.6,0.0
28.01,11.4,53.75,6.51,0.33
26.22,16.46,50.61,6.71,0.0
29.64,12.7,51.47,6.19,0.0
28.03,13.15,51.56,6.92,0.35
24.29,14.29,51.07,10.36,0.0
27.34,13.15,52.25,7.27,0.0
26.33,12.81,54.09,6.05,0.71
27.78,10.8,54.32,7.1,0.0
26.72,13.22,52.34,7.16,0.55
27.44,13.36,52.35,6.86,0.0
28.28,13.37,51.67,6.43,0.26
24.64,14.49,52.54,7.61,0.72
25.81,14.34,51.61,8.24,0.0
26.32,14.74,51.58,7.37,0.0
26.29,16.73,49.0,7.97,0.0
27.54,13.77,52.17,6.52,0.0
24.75,13.53,52.81,8.58,0.33
26.35,12.5,55.07,6.08,0.0
24.41,14.96,53.54,7.09,0.0
24.17,15.17,53.55,7.11,0.0
24.83,13.42,54.03,7.72,0.0
27.32,13.92,52.06,6.19,0.52
26.71,13.72,53.07,6.14,0.36
27.05,11.91,54.34,6.45,0.25
28.05,12.47,52.21,7.01,0.26
26.15,13.46,54.23,6.15,0.0
26.93,12.53,53.87,6.4,0.27
26.44,13.22,52.3,8.05,0.0
28.2,9.84,55.41,5.25,1.31
26.68,13.21,52.83,7.01,0.27
28.7,11.11,52.47,7.72,0.0
26.42,11.71,54.52,7.02,0.33
26.19,11.22,55.44,7.14,0.0
24.56,14.39,52.98,8.07,0.0
26.04,13.19,54.51,6.25,0.0
26.49,13.91,52.32,6.95,0.33
25.59,12.93,53.83,7.65,0.0
26.74,14.53,52.33,6.4,0.0
24.72,13.28,54.61,7.38,0.0
26.16,11.47,55.2,7.17,0.0
27.11,14.46,51.81,6.63,0.0
26.96,13.99,51.54,7.51,0.0
27.21,11.15,53.77,7.87,0.0
27.75,13.09,52.62,6.28,0.26
26.36,15.45,49.7,8.48,0.0
25.63,11.71,54.43,8.23,0.0
28.32,13.03,51.63,7.02,0.0
26.99,11.95,53.1,7.96,0.0
28.52,12.68,51.41,7.04,0.35
25.39,13.17,53.92,7.52,0.0
29.26,11.7,53.19,5.85,0.0
25.47,14.15,53.77,6.6,0.0
26.94,14.39,52.03,6.64,0.0
26.72,12.43,53.44,7.41,0.0
27.56,12.2,53.15,6.3,0.79
24.76,13.5,54.02,7.72,0.0
25.36,13.21,53.21,7.86,0.36
25.0,13.81,52.61,7.09,1.49
28.44,13.15,51.68,6.73,0.0
26.25,12.62,53.16,7.97,0.0
26.96,13.04,52.17,7.39,0.43
26.27,16.38,50.56,5.93,0.85
25.96,11.58,55.79,6.67,0.0
28.52,12.55,53.23,5.7,0.0
26.41,13.03,53.52,7.04,0.0
23.95,11.41,54.37,10.27,0.0
26.53,12.24,53.74,6.12,1.36
24.82,13.5,54.38,6.93,0.36
27.25,13.35,53.41,5.99,0.0
24.66,13.67,53.35,8.31,0.0
26.19,11.56,55.78,6.12,0.34
29.14,11.71,53.14,6.0,0.0
26.3,12.8,53.98,6.92,0.0
28.62,14.5,51.3,5.58,0.0
26.52,11.82,53.67,7.67,0.32
25.34,12.5,55.07,7.09,0.0
25.97,13.57,54.26,6.2,0.0
26.36,13.95,52.71,6.59,0.39
27.57,12.87,52.21,7.35,0.0
27.55,13.58,50.94,7.92,0.0
26.1,14.34,54.04,5.51,0.0
30.91,10.91,50.3,7.88,0.0
26.26,11.87,53.96,7.55,0.36
28.57,11.73,53.32,6.12,0.26
24.24,14.02,53.03,8.33,0.38
26.78,14.92,50.85,7.46,0.0
24.29,14.98,53.44,7.29,0.0
27.68,12.55,54.24,5.54,0.0
28.76,12.71,51.51,6.69,0.33
25.56,13.33,52.96,7.78,0.37
25.46,13.79,53.05,7.69,0.0
27.68,13.28,52.77,5.9,0.37
27.38,12.55,53.23,6.46,0.38
27.21,12.37,52.3,8.13,0.0
26.05,13.45,52.94,7.56,0.0
25.69,13.19,53.47,7.64,0.0
25.6,10.92,54.95,7.17,1.37
27.11,13.7,51.31,7.87,0.0
27.65,13.31,52.56,6.48,0.0
27.79,12.61,52.44,6.88,0.29
26.09,14.23,52.17,7.51,0.0
27.47,11.11,53.09,8.33,0.0
26.9,14.24,52.53,6.33,0.0
24.49,14.87,53.35,7.29,0.0
27.08,11.31,53.87,6.85,0.89
26.72,14.08,52.01,6.61,0.57
25.65,13.01,53.53,7.43,0.37
24.84,14.15,53.14,7.86,0.0
27.17,13.32,51.36,8.15,0.0
27.88,13.94,51.44,5.77,0.96
25.88,16.29,50.8,6.71,0.32
24.9,15.35,52.28,7.47,0.0
24.27,16.32,52.72,6.69,0.0
26.55,13.56,51.41,8.47,0.0
25.53,13.62,53.19,7.23,0.43
25.19,12.73,53.51,8.31,0.26
27.41,14.07,51.48,7.04,0.0
24.86,11.62,55.41,7.84,0.27
25.14,12.43,54.05,8.38,0.0
24.78,13.86,53.1,8.26,0.0
27.3,13.83,51.06,7.45,0.35
26.02,12.6,53.25,7.32,0.81
26.82,13.25,53.64,6.29,0.0
28.21,14.11,50.88,6.8,0.0
24.91,13.21,53.58,8.3,0.0
25.25,11.45,54.21,8.42,0.67
28.53,12.53,51.73,6.93,0.27
27.86,15.0,49.64,7.5,0.0
28.52,13.69,51.33,6.46,0.0
29.28,10.9,52.96,6.23,0.62
24.7,13.94,53.78,7.57,0.0
28.1,11.19,54.52,6.19,0.0
28.8,11.2,51.6,8.0,0.4
26.48,12.89,54.36,5.92,0.35
28.74,12.28,51.8,7.19,0.0
25.76,12.88,52.88,8.47,0.0
26.85,11.25,54.22,6.65,1.02
26.65,12.89,53.87,6.59,0.0
25.98,14.95,51.96,6.76,0.36
24.42,13.82,53.92,7.83,0.0
28.57,14.29,50.75,6.39,0.0
25.35,12.68,54.93,7.04,0.0
24.9,15.51,53.06,6.53,0.0
25.54,13.85,54.98,5.63,0.0
28.57,12.09,52.38,6.96,0.0
25.71,13.14,51.43,9.71,0.0
26.01,14.45,52.31,7.23,0.0
29.48,10.07,54.85,5.6,0.0
25.21,16.94,50.41,7.02,0.41
26.98,14.03,51.44,7.55,0.0
25.0,11.64,55.14,7.88,0.34
25.9,13.22,53.99,6.89,0.0
27.27,12.4,52.07,8.26,0.0
25.59,13.27,54.03,6.64,0.47
26.53,13.61,54.08,5.78,0.0
26.34,13.98,51.61,8.06,0.0
26.91,12.93,53.3,6.86,0.0
28.9,11.03,51.71,8.37,0.0
24.58,12.57,53.63,8.94,0.28
28.15,12.84,51.6,7.41,0.0
26.13,12.54,55.4,5.92,0.0
27.01,12.86,53.38,6.75,0.0
27.12,12.71,52.54,7.2,0.42
25.77,14.95,53.09,6.19,0.0
29.49,15.13,48.21,7.18,0.0
24.92,12.3,53.63,8.83,0.32
24.93,15.13,53.12,6.82,0.0
25.98,12.99,53.17,7.85,0.0
26.67,13.07,52.53,7.47,0.27
25.47,15.09,51.57,7.86,0.0
26.76,14.08,52.39,6.48,0.28
24.92,14.48,52.53,8.08,0.0
26.64,13.87,50.36,8.39,0.73
27.92,12.01,51.94,7.77,0.35
29.05,11.2,51.04,8.71,0.0
26.63,12.56,53.77,6.78,0.25
27.93,12.01,52.55,7.51,0.0
27.61,12.46,53.54,6.06,0.34
27.7,12.59,52.88,6.83,0.0
26.3,15.93,51.48,6.3,0.0
24.93,13.18,54.44,7.45,0.0
28.24,11.83,53.05,6.87,0.0
29.17,13.61,51.39,5.83,0.0
27.83,11.33,53.72,6.8,0.32
25.89,13.99,52.68,7.44,0.0
28.48,12.3,52.75,6.15,0.32
25.86,14.33,53.89,5.92,0.0
28.32,11.83,53.05,6.45,0.36
26.21,14.11,52.42,7.26,0.0
25.24,11.82,53.35,9.27,0.32
27.73,14.55,50.45,6.82,0.45
27.07,13.78,51.88,7.27,0.0
27.39,11.56,53.27,6.78,1.01
27.78,12.5,52.43,7.29,0.0
26.91,14.55,52.0,6.18,0.36
27.16,14.2,51.85,6.48,0.31
28.52,12.71,51.2,7.22,0.34
25.0,14.23,53.46,7.31,0.0
27.72,13.2,52.81,6.27,0.0
26.5,12.72,54.06,6.71,0.0
25.67,11.0,54.33,9.0,0.0
25.34,11.64,54.45,7.19,1.37
24.66,15.25,51.57,8.52,0.0
26.6,12.5,54.26,6.65,0.0
24.51,12.75,51.96,10.78,0.0
25.84,14.21,51.68,8.27,0.0
25.53,11.06,54.47,8.51,0.43
27.17,13.41,53.26,5.8,0.36
26.26,13.31,52.16,8.27,0.0
27.91,11.96,52.49,7.64,0.0
24.91,10.92,55.63,7.85,0.68
25.13,15.51,52.41,6.42,0.53
30.11,12.54,51.97,5.38,0.0
25.53,12.46,54.1,7.9,0.0
24.76,13.36,54.07,7.82,0.0
27.09,12.29,52.79,7.82,0.0
24.75,14.92,53.22,7.12,0.0
25.85,13.17,50.73,10.24,0.0
26.81,16.3,50.0,6.52,0.36
28.38,13.51,50.27,7.57,0.27
25.07,13.99,52.77,7.87,0.29
28.03,12.94,51.21,7.01,0.81
26.26,14.14,53.87,5.72,0.0
28.3,11.03,53.96,6.71,0.0
26.28,13.14,52.92,7.3,0.36
27.57,14.05,50.81,5.95,1.62
30.26,12.83,50.99,5.92,0.0
26.43,14.01,52.87,6.37,0.32
25.23,14.89,52.58,7.29,0.0
27.76,11.03,51.6,9.25,0.36
27.08,13.02,52.6,7.29,0.0
24.62,15.77,51.54,7.69,0.38
26.33,10.67,54.33,8.33,0.33
28.93,13.57,50.0,7.14,0.36
25.66,14.34,53.96,6.04,0.0
27.57,14.05,50.81,7.57,0.0
25.86,12.93,53.45,7.76,0.0
24.24,12.79,52.86,9.76,0.34
27.23,12.34,52.34,8.09,0.0
26.56,12.03,53.11,8.3,0.0
24.54,14.13,53.16,7.81,0.37
26.59,14.45,51.45,7.23,0.29
24.72,12.5,53.33,8.89,0.56
28.08,12.6,52.49,6.04,0.79
27.56,13.33,52.89,6.22,0.0
27.72,12.87,52.81,6.6,0.0
28.9,12.34,50.97,7.79,0.0
26.98,13.95,51.16,7.91,0.0
27.45,14.4,51.09,7.07,0.0
25.94,16.38,50.85,6.83,0.0
25.55,14.23,52.19,8.03,0.0
26.98,12.7,52.12,8.2,0.0
26.99,14.11,52.76,6.13,0.0
26.13,13.81,52.85,6.91,0.3
25.95,12.8,53.98,6.92,0.35
25.25,15.15,53.03,6.57,0.0
27.11,11.58,53.95,6.84,0.53
25.58,15.5,51.94,6.59,0.39
26.14,13.35,51.99,7.95,0.57
26.82,12.27,53.18,7.27,0.45
26.21,10.89,54.44,8.47,0.0
26.22,13.29,52.45,8.04,0.0
26.04,14.24,51.39,8.33,0.0
26.03,13.01,53.08,7.53,0.34
24.44,14.81,51.85,8.89,0.0
24.67,15.42,51.54,8.37,0.0
26.35,11.05,54.39,8.22,0.0
27.14,12.64,53.9,6.32,0.0
26.87,11.22,55.1,6.8,0.0
24.41,14.05,53.51,8.03,0.0
26.25,11.96,52.49,9.3,0.0
28.33,12.29,52.9,6.48,0.0
28.86,12.75,53.36,5.03,0.0
26.1,14.21,51.94,7.49,0.26
24.69,15.06,52.3,7.95,0.0
28.39,12.76,52.08,6.77,0.0
28.33,11.33,54.39,5.95,0.0
27.15,14.78,51.55,6.53,0.0
26.13,12.9,53.23,7.1,0.65
26.47,13.37,54.01,6.15,0.0
25.34,13.18,54.39,7.09,0.0
26.67,14.4,52.0,6.67,0.27
25.1,15.64,52.67,6.58,0.0
29.25,12.26,52.83,5.66,0.0
25.46,12.34,54.33,7.35,0.52
26.73,13.86,51.49,7.92,0.0
25.95,15.65,51.53,6.87,0.0
25.83,13.33,52.5,8.33,0.0
29.85,11.57,52.99,5.6,0.0
25.75,11.98,52.99,8.68,0.6
27.08,14.08,52.35,6.5,0.0
27.34,12.11,51.9,8.3,0.35
28.92,12.05,51.81,7.23,0.0
25.45,12.54,54.12,7.89,0.0
26.08,11.83,52.96,8.6,0.54
26.36,12.32,53.87,7.45,0.0
26.99,12.34,54.24,6.43,0.0
26.84,12.13,51.84,8.46,0.74
26.2,12.68,53.8,7.04,0.28
26.86,11.33,51.78,10.03,0.0
25.97,13.95,53.88,5.81,0.39
25.63,15.49,52.68,6.2,0.0
24.5,13.65,55.02,6.83,0.0
24.05,14.12,53.05,8.78,0.0
26.59,14.23,52.43,6.37,0.37
26.26,13.47,53.2,7.07,0.0
25.09,12.92,54.61,7.38,0.0
24.14,12.64,52.87,10.34,0.0
25.95,12.6,53.82,6.87,0.76
27.32,12.37,53.61,6.7,0.0
28.11,10.84,51.0,9.64,0.4
24.84,14.15,53.77,7.23,0.0
27.6,14.34,52.33,5.73,0.0
27.21,13.27,52.72,6.8,0.0
25.87,13.51,53.28,7.34,0.0
26.42,13.04,54.18,5.69,0.67
28.67,12.67,52.33,6.33,0.0
24.27,12.13,54.39,9.21,0.0
29.87,13.42,50.67,6.04,0.0
25.11,15.32,52.77,6.81,0.0
26.55,13.27,52.21,7.96,0.0
27.46,12.2,54.24,6.1,0.0
29.32,9.88,54.94,5.56,0.31
24.92,14.48,52.53,8.08,0.0
24.8,12.4,53.37,9.16,0.27
26.95,13.48,52.48,7.09,0.0
31.61,9.33,53.37,5.18,0.52
25.42,12.71,53.81,8.05,0.0
25.85,12.24,54.42,7.14,0.34
28.52,12.5,51.56,7.42,0.0
28.65,12.36,53.37,5.62,0.0
26.44,14.58,52.88,6.1,0.0
27.72,12.21,52.81,7.26,0.0
25.78,14.06,53.12,7.03,0.0
26.37,14.29,52.75,6.59,0.0
29.41,13.84,50.52,6.23,0.0
26.68,12.22,54.11,6.73,0.25
27.33,13.37,53.49,5.81,0.0
25.95,13.49,53.29,6.92,0.35
